fid,Артикул,Название товара,Полное описание,Производитель,Цена продажи,Цена старая,Остаток,Изображения,Url,Подкатегория 1,ID товара в InSales,ID варианта товара в InSales,Параметр: Основной цвет,Параметр: Доп. цвета
1052,PSM-301-6,Смеситель для раковины ПСМ-ПРОФСАН PSM-301-6 STEEL высокий тип См-УмОЦБА Черный-бронза,"",ПСМ-Профсан,5540.0,0.0,0,https://static-ru.insales.ru/images/products/1/516/486220292/34000853-1.jpg https://static-ru.insales.ru/images/products/1/517/486220293/34000853-2.jpg https://static-ru.insales.ru/images/products/1/518/486220294/34000853-3.jpg https://static-ru.insales.ru/images/products/1/519/486220295/34000853-4.jpg https://static-ru.insales.ru/images/products/1/520/486220296/34000853-5.jpg https://static-ru.insales.ru/images/products/1/522/486220298/34000853-6.jpg https://static-ru.insales.ru/images/products/1/523/486220299/34000853-7.jpg https://static-ru.insales.ru/images/products/1/525/486220301/34000853-8.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-psm-profsan-psm-301-6-steel-vysokiy-tip-sm-umotsba-chernyy-bronza-2?variant_id=467767278,Каталог,269462662,467767278
1055,DA1432801,Смеситель для раковины D&K Berlin Freie (DA1432801),"",D&K,5860.0,0.0,0,https://static-ru.insales.ru/images/products/1/488/486220264/34000846-1.jpg https://static-ru.insales.ru/images/products/1/489/486220265/34000846-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-dk-berlin-freie-da1432801-2?variant_id=467767296,Каталог,269462668,467767296
1074,1237073,УЗБИ Дым Дымыч 02М коптильня холодного копчения нерж. сталь,"",УЗБИ,5558.0,0.0,,https://static-ru.insales.ru/images/products/1/763/486220539/34556281-1.jpg https://static-ru.insales.ru/images/products/1/765/486220541/34556281-2.jpg,http://santitan.ru/product/uzbi-dym-dymych-02m-koptilnya-holodnogo-kopcheniya-nerzh-stal?variant_id=467767420,Каталог,269462706,467767420
1076,19366,Смеситель для раковины KAISER City (19366),"",KAISER,6000.0,0.0,,https://static-ru.insales.ru/images/products/1/846/486220622/35873151-1.jpg https://static-ru.insales.ru/images/products/1/847/486220623/35873151-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-city-19366?variant_id=467767437,Каталог,269462709,467767437
1120,11061,Смеситель для раковины KAISER Carlson Lux (11061),"",KAISER,5050.0,0.0,,https://static-ru.insales.ru/images/products/1/867/486220643/35873387-1.jpg https://static-ru.insales.ru/images/products/1/868/486220644/35873387-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-carlson-lux-11061?variant_id=467767715,Каталог,269462814,467767715
1130,69011,Смеситель для раковины KAISER Glory (69011),"",KAISER,5100.0,0.0,,https://static-ru.insales.ru/images/products/1/1069/486220845/35873331-1.jpg https://static-ru.insales.ru/images/products/1/1070/486220846/35873331-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-glory-69011-2?variant_id=467767796,Каталог,269462842,467767796
1154,55033,Смеситель гигиенический душ KAISER County (55033),"",KAISER,5910.0,0.0,,https://static-ru.insales.ru/images/products/1/1062/486220838/35873303-1.jpg,http://santitan.ru/product/smesitel-gigienicheskiy-dush-kaiser-county-55033?variant_id=467767960,Каталог,269462901,467767960
1155,34010-4,Смеситель для раковины KAISER Sonat (34010-4) белый,"",KAISER,5840.0,0.0,0,https://static-ru.insales.ru/images/products/1/1066/486220842/35873319-1.jpg https://static-ru.insales.ru/images/products/1/1067/486220843/35873319-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-sonat-34010-4-belyy?variant_id=467767966,Каталог,269462904,467767966
1172,57011,Смеситель для раковины KAISER Trio (57011),"",KAISER,5420.0,0.0,,https://static-ru.insales.ru/images/products/1/1197/486220973/35873156-1.jpg https://static-ru.insales.ru/images/products/1/1198/486220974/35873156-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-trio-57011-2?variant_id=467768078,Каталог,269462942,467768078
1176,6011,Смеситель для раковины KAISER Atrio (60111),"",KAISER,5510.0,0.0,,https://static-ru.insales.ru/images/products/1/1200/486220976/35873159-1.jpg https://static-ru.insales.ru/images/products/1/1201/486220977/35873159-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-atrio-60111?variant_id=467768100,Каталог,269462952,467768100
1179,16011,Смеситель для раковины KAISER Classic (16011),"",KAISER,5300.0,0.0,,https://static-ru.insales.ru/images/products/1/1241/486221017/35873201-1.jpg https://static-ru.insales.ru/images/products/1/1242/486221018/35873201-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-classic-16011?variant_id=467768130,Каталог,269462959,467768130
1180,57011-2,Смеситель для раковины KAISER Trio (57011-2),"",KAISER,5520.0,0.0,0,https://static-ru.insales.ru/images/products/1/1202/486220978/35873160-1.jpg https://static-ru.insales.ru/images/products/1/1203/486220979/35873160-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-trio-57011-2-2?variant_id=467768140,Каталог,269462961,467768140
